customer_id,signup_date,plan_type,company_size,industry,status,monthly_revenue
CUST_000060,2024-09-28,professional,large,real_estate,active,441.43
CUST_000061,2022-05-12,enterprise,large,media,active,1413.31
CUST_000062,2022-06-19,starter,small,manufacturing,active,29.32
CUST_000063,2023-09-14,starter,small,consulting,active,34.39
CUST_000064,2024-08-09,enterprise,large,real_estate,active,1321.43
CUST_000065,2023-12-08,starter,small,retail,active,31.47
CUST_000066,2023-02-13,starter,small,education,active,28.28
CUST_000067,2023-06-14,starter,small,media,active,24.6
CUST_000068,2022-08-19,professional,large,healthcare,churned,373.16
CUST_000069,2023-08-26,enterprise,medium,real_estate,active,534.34
CUST_000070,2022-08-14,enterprise,small,technology,active,247.69
CUST_000071,2023-10-09,professional,enterprise,technology,active,712.37
CUST_000072,2024-07-16,starter,small,technology,active,33.17
CUST_000073,2022-03-14,starter,small,real_estate,active,25.96
CUST_000074,2023-11-17,professional,medium,media,active,176.25
CUST_000075,2022-05-16,starter,small,non_profit,active,29.88
CUST_000076,2022-09-06,professional,large,media,active,448.08
CUST_000077,2022-07-14,starter,small,healthcare,active,24.32
CUST_000078,2023-03-18,professional,enterprise,education,active,774.58
CUST_000079,2023-04-24,enterprise,medium,technology,active,640.54
CUST_000080,2023-10-24,professional,small,healthcare,active,81.6
CUST_000081,2024-01-16,professional,small,education,active,110.9
CUST_000082,2022-04-22,professional,medium,retail,active,174.45
CUST_000083,2023-07-04,professional,small,media,active,84.75
CUST_000084,2022-07-07,starter,small,manufacturing,active,28.57
CUST_000085,2024-06-14,starter,small,healthcare,active,28.34
CUST_000086,2024-06-01,starter,medium,real_estate,active,41.12
CUST_000087,2023-10-30,starter,medium,real_estate,active,55.59
CUST_000088,2024-09-19,starter,medium,healthcare,active,57.36
CUST_000089,2024-05-19,professional,medium,retail,active,172.44
CUST_000090,2023-05-13,starter,large,media,active,87.66
CUST_000091,2023-02-15,starter,small,technology,churned,25.11
CUST_000092,2022-01-03,enterprise,large,consulting,active,1086.39
CUST_000093,2024-03-13,professional,small,media,active,90.5
CUST_000094,2023-12-15,professional,large,real_estate,active,424.83
CUST_000095,2023-05-14,starter,medium,finance,churned,42.92
CUST_000096,2022-08-11,professional,small,technology,active,102.14
CUST_000097,2023-07-10,enterprise,large,technology,churned,1317.93
CUST_000098,2022-02-28,starter,small,technology,churned,29.98
CUST_000099,2023-05-30,enterprise,medium,real_estate,active,516.92
CUST_000100,2024-09-10,enterprise,large,real_estate,active,997.62
CUST_000101,2022-07-10,starter,medium,healthcare,active,50.86
CUST_000102,2023-11-23,professional,small,retail,active,95.19
CUST_000103,2024-08-22,starter,medium,non_profit,active,44.03
CUST_000104,2023-09-01,professional,small,technology,active,103.73
CUST_000105,2023-03-06,starter,small,non_profit,active,29.76
CUST_000106,2022-11-20,professional,medium,manufacturing,active,175.46
CUST_000107,2024-01-04,starter,medium,education,active,43.88
CUST_000108,2023-02-10,starter,medium,finance,churned,52.37
CUST_000109,2022-11-04,professional,small,media,active,91.72
CUST_000110,2024-02-09,enterprise,medium,healthcare,active,481.43
CUST_000111,2023-09-29,professional,medium,non_profit,active,238.49
CUST_000112,2022-03-17,starter,small,real_estate,active,25.67
CUST_000113,2022-09-29,starter,small,finance,active,34.03
CUST_000114,2024-06-21,enterprise,enterprise,healthcare,active,2762.95
CUST_000115,2023-01-14,enterprise,large,manufacturing,churned,1034.86
CUST_000116,2024-05-03,professional,medium,real_estate,active,215.2
CUST_000117,2023-09-19,professional,medium,real_estate,active,159.82
CUST_000118,2024-04-16,professional,small,real_estate,churned,91.06
CUST_000119,2023-11-11,starter,small,healthcare,active,34.09
CUST_000120,2022-05-18,starter,medium,manufacturing,active,41.46
CUST_000121,2022-04-20,premium,large,real_estate,active,2068.37
CUST_000122,2022-10-16,professional,large,non_profit,active,352.82
CUST_000123,2022-12-18,enterprise,small,retail,active,321.42
CUST_000124,2024-05-23,enterprise,small,manufacturing,active,299.65
CUST_000125,2022-09-15,premium,enterprise,technology,active,4016.38
CUST_000126,2023-03-10,starter,small,manufacturing,active,23.71
CUST_000127,2022-12-08,professional,large,finance,churned,420.88
CUST_000128,2022-09-26,starter,small,finance,active,31.8
CUST_000129,2023-07-19,enterprise,large,consulting,active,1228.21
CUST_000130,2022-04-25,starter,medium,healthcare,active,57.72
CUST_000131,2023-12-09,premium,medium,finance,active,1220.87
CUST_000132,2024-05-04,starter,small,education,active,29.96
CUST_000133,2022-06-01,enterprise,large,consulting,active,1020.32
CUST_000134,2022-11-12,enterprise,medium,education,churned,694.6
CUST_000135,2024-03-26,starter,small,technology,active,33.63
CUST_000136,2022-08-04,enterprise,large,retail,active,1279.06
CUST_000137,2022-12-29,premium,large,real_estate,active,2767.62
CUST_000138,2023-02-21,professional,medium,non_profit,churned,218.86
CUST_000139,2024-08-05,professional,medium,retail,active,228.02
CUST_000140,2024-09-26,enterprise,medium,finance,active,690.39
CUST_000141,2022-01-26,professional,large,finance,active,436.76
CUST_000142,2022-12-07,starter,small,consulting,active,32.51
CUST_000143,2024-06-03,starter,medium,retail,active,44.43
CUST_000144,2024-03-17,starter,small,healthcare,active,27.64
CUST_000145,2022-02-09,starter,small,media,active,25.78
CUST_000146,2024-04-16,starter,small,media,active,27.26
CUST_000147,2024-04-20,professional,large,retail,active,354.78
CUST_000148,2023-11-07,starter,small,retail,active,27.82
CUST_000149,2022-10-13,starter,medium,healthcare,active,58.15
CUST_000150,2022-10-13,starter,medium,education,churned,51.77
CUST_000151,2023-02-14,starter,small,real_estate,active,27.04
CUST_000152,2022-01-29,professional,medium,healthcare,active,229.01
CUST_000153,2022-09-25,premium,medium,finance,active,1237.65
CUST_000154,2022-09-29,professional,medium,technology,active,167.83
CUST_000155,2023-03-21,starter,medium,education,active,53.48
CUST_000156,2022-11-18,starter,small,consulting,active,30.23
CUST_000157,2023-06-08,enterprise,small,healthcare,active,285.27
CUST_000158,2023-08-14,enterprise,large,retail,active,1081.36
CUST_000159,2023-12-27,starter,small,consulting,active,23.22
CUST_000160,2024-08-05,starter,small,real_estate,active,31.17
CUST_000161,2024-08-20,enterprise,medium,retail,active,566.47
CUST_000162,2022-03-13,starter,medium,education,active,51.41
CUST_000163,2023-11-11,premium,enterprise,healthcare,active,5220.84
CUST_000164,2022-11-04,professional,medium,real_estate,active,183.82
CUST_000165,2023-02-23,starter,small,education,active,27.87
CUST_000166,2022-10-30,professional,small,real_estate,active,84.24
CUST_000167,2023-03-07,starter,small,consulting,churned,31.06
CUST_000168,2024-07-13,starter,small,finance,active,30.34
CUST_000169,2022-11-05,enterprise,large,consulting,active,1221.99
CUST_000170,2022-01-01,starter,small,manufacturing,active,26.53
CUST_000171,2023-03-17,starter,small,non_profit,active,30.24
CUST_000172,2022-11-26,starter,small,media,active,28.32
CUST_000173,2023-11-23,professional,small,retail,churned,99.44
CUST_000174,2024-03-23,starter,medium,finance,active,52.11
CUST_000175,2022-10-18,professional,small,real_estate,active,105.49
CUST_000176,2023-09-27,enterprise,medium,education,active,501.58
CUST_000177,2024-09-01,starter,medium,retail,active,52.39
CUST_000178,2022-08-19,professional,small,retail,active,85.04
CUST_000179,2022-02-17,starter,small,retail,active,34.61
CUST_000180,2023-09-18,professional,large,healthcare,active,391.88
CUST_000181,2024-06-26,professional,small,non_profit,active,86.9
CUST_000182,2023-12-15,starter,small,consulting,churned,28.93
CUST_000183,2022-09-07,professional,large,finance,active,423.91
CUST_000184,2022-01-06,premium,enterprise,healthcare,active,5333.46
CUST_000185,2022-08-13,starter,small,finance,churned,32.53
CUST_000186,2023-12-14,starter,small,real_estate,active,28.59
CUST_000187,2023-07-25,professional,small,retail,active,115.53
CUST_000188,2022-05-05,starter,small,media,active,24.75
CUST_000189,2023-04-21,starter,large,real_estate,active,118.32
CUST_000190,2023-09-02,professional,large,education,active,470.83
CUST_000191,2024-07-01,professional,small,media,active,103.46
CUST_000192,2024-01-07,enterprise,medium,real_estate,active,581.45
CUST_000193,2024-07-17,enterprise,medium,real_estate,active,586.04
CUST_000194,2022-06-12,starter,small,media,churned,28.42
CUST_000195,2024-02-09,enterprise,medium,retail,active,680.43
CUST_000196,2022-10-11,enterprise,enterprise,real_estate,active,2384.22
CUST_000197,2022-09-02,professional,small,manufacturing,active,96.62
CUST_000198,2024-01-01,enterprise,small,manufacturing,active,267.25
CUST_000199,2022-12-10,professional,large,education,active,461.73
CUST_000200,2022-03-24,enterprise,medium,finance,churned,515.34
CUST_000201,2023-01-28,enterprise,small,finance,active,323.69
CUST_000202,2022-03-07,enterprise,medium,consulting,active,576.86
CUST_000203,2023-07-10,professional,small,media,active,95.66
CUST_000204,2022-07-31,starter,small,consulting,active,27.72
CUST_000205,2024-02-28,starter,large,non_profit,active,116.66
CUST_000206,2022-01-21,enterprise,small,non_profit,active,284.69
CUST_000207,2022-01-07,enterprise,enterprise,education,active,2205.75
CUST_000208,2023-02-04,professional,medium,consulting,active,202.04
CUST_000209,2024-01-23,starter,small,real_estate,active,32.48
CUST_000210,2024-07-08,enterprise,medium,retail,active,596.18
CUST_000211,2022-10-07,enterprise,medium,consulting,active,595.56
CUST_000212,2023-02-03,starter,small,education,active,30.96
CUST_000213,2024-03-28,starter,small,consulting,churned,31.6
CUST_000214,2024-05-10,professional,small,media,active,115.61
CUST_000215,2024-10-01,starter,small,non_profit,active,29.4
CUST_000216,2024-07-17,professional,small,consulting,active,102.64
CUST_000217,2023-11-10,starter,medium,technology,active,40.85
CUST_000218,2023-03-15,professional,small,finance,active,113.53
CUST_000219,2022-07-06,professional,small,technology,active,89.5
CUST_000220,2022-12-02,starter,medium,retail,active,48.11
CUST_000221,2022-12-12,premium,small,consulting,active,545.87
CUST_000222,2024-09-01,starter,small,consulting,active,26.13
CUST_000223,2022-03-25,premium,large,media,active,1937.8
CUST_000224,2023-07-07,premium,enterprise,technology,active,5758.62
CUST_000225,2022-12-25,starter,small,retail,active,30.74
CUST_000226,2024-03-10,professional,medium,technology,active,219.24
CUST_000227,2024-08-30,enterprise,small,retail,active,263.04
CUST_000228,2022-01-21,starter,small,non_profit,active,24.97
CUST_000229,2022-05-10,starter,small,media,churned,30.97
CUST_000230,2023-08-01,starter,small,retail,active,28.59
CUST_000231,2022-09-20,professional,small,education,active,85.84
CUST_000232,2023-09-14,professional,medium,healthcare,churned,221.11
CUST_000233,2022-06-17,enterprise,enterprise,manufacturing,active,2022.93
CUST_000234,2022-01-27,professional,small,manufacturing,active,102.0
CUST_000235,2024-07-18,enterprise,small,consulting,active,286.64
CUST_000236,2024-01-03,enterprise,small,retail,active,248.29
CUST_000237,2023-12-09,professional,small,retail,active,83.24
CUST_000238,2024-03-02,premium,medium,manufacturing,active,1367.0
CUST_000239,2023-09-07,starter,small,healthcare,churned,32.44
CUST_000240,2023-08-03,enterprise,enterprise,technology,active,2252.38
CUST_000241,2023-03-15,professional,medium,education,active,164.69
CUST_000242,2023-10-26,professional,small,education,active,79.7
CUST_000243,2023-03-07,premium,medium,media,active,1009.82
CUST_000244,2024-09-10,starter,small,education,active,30.57
CUST_000245,2024-04-28,premium,enterprise,media,active,5196.95
CUST_000246,2023-03-22,professional,small,finance,active,108.26
CUST_000247,2024-09-15,starter,small,manufacturing,active,30.34
CUST_000248,2024-07-30,starter,small,real_estate,active,32.19
CUST_000249,2023-04-22,starter,medium,consulting,churned,55.38
CUST_000250,2023-08-30,premium,enterprise,manufacturing,active,4457.9
CUST_000251,2022-09-09,professional,medium,healthcare,active,181.4
CUST_000252,2023-04-07,professional,small,retail,active,108.92
CUST_000253,2023-08-07,starter,medium,non_profit,active,52.3
CUST_000254,2022-12-11,enterprise,large,technology,active,1196.27
CUST_000255,2022-11-29,enterprise,large,finance,active,1193.03
CUST_000256,2022-12-30,professional,medium,manufacturing,active,186.29
CUST_000257,2024-06-20,enterprise,large,non_profit,active,1295.49
CUST_000258,2022-10-10,starter,small,real_estate,active,23.32
CUST_000259,2024-08-28,professional,small,retail,active,82.59
CUST_000260,2024-01-08,professional,enterprise,consulting,active,795.35
CUST_000261,2024-02-16,professional,medium,retail,active,214.17
CUST_000262,2023-10-24,premium,enterprise,media,active,4699.52
CUST_000263,2022-01-18,professional,large,healthcare,active,366.16
CUST_000264,2023-02-19,starter,small,retail,active,26.75
CUST_000265,2023-08-19,professional,small,education,active,97.94
CUST_000266,2023-06-28,premium,large,education,active,2327.51
CUST_000267,2024-02-03,enterprise,enterprise,real_estate,active,2236.63
CUST_000268,2023-12-21,premium,medium,media,active,1089.13
CUST_000269,2022-09-15,professional,large,retail,active,338.46
CUST_000270,2022-07-17,starter,small,education,active,24.59
CUST_000271,2023-07-03,enterprise,enterprise,finance,active,2103.0
CUST_000272,2024-01-27,professional,small,media,active,90.15
CUST_000273,2023-08-27,professional,medium,real_estate,active,206.7
CUST_000274,2024-10-01,professional,small,healthcare,active,112.17
CUST_000275,2022-10-31,enterprise,medium,retail,active,565.67
CUST_000276,2022-11-06,enterprise,medium,technology,active,648.84
CUST_000277,2022-05-10,professional,medium,manufacturing,active,162.82
CUST_000278,2022-02-25,professional,large,real_estate,active,365.83
CUST_000279,2024-08-24,starter,small,finance,active,30.6
CUST_000280,2024-02-10,professional,medium,media,active,167.37
CUST_000281,2022-01-13,starter,medium,non_profit,active,44.77
CUST_000282,2023-05-06,starter,small,media,active,27.15
CUST_000283,2024-09-15,starter,small,technology,active,26.13
CUST_000284,2024-06-01,starter,small,media,active,24.52
CUST_000285,2022-03-08,professional,large,consulting,active,397.68
CUST_000286,2023-08-14,enterprise,medium,technology,active,515.55
CUST_000287,2024-04-10,professional,small,non_profit,active,116.79
CUST_000288,2022-03-29,premium,large,retail,active,2032.87
CUST_000289,2024-02-22,enterprise,small,consulting,active,311.72
CUST_000290,2024-03-20,starter,small,non_profit,active,25.82
CUST_000291,2023-06-20,premium,small,consulting,active,587.14
CUST_000292,2023-03-30,starter,small,manufacturing,active,33.18
CUST_000293,2023-03-16,starter,medium,manufacturing,active,50.35
CUST_000294,2022-03-03,starter,small,non_profit,churned,34.34
CUST_000295,2022-04-12,starter,small,retail,active,30.46
CUST_000296,2022-09-28,professional,small,healthcare,active,85.42
CUST_000297,2022-06-27,starter,small,real_estate,active,24.07
CUST_000298,2022-01-03,professional,large,consulting,active,391.1
CUST_000299,2023-09-01,starter,medium,media,active,44.91
CUST_000300,2022-08-26,starter,small,manufacturing,active,31.4
CUST_000301,2023-12-21,starter,small,media,active,24.03
CUST_000302,2022-08-28,starter,small,manufacturing,active,32.34
CUST_000303,2023-10-03,starter,small,non_profit,active,30.87
CUST_000304,2024-08-14,starter,small,retail,active,28.13
CUST_000305,2023-07-12,professional,medium,retail,active,210.75
CUST_000306,2024-07-19,professional,small,manufacturing,active,111.93
CUST_000307,2022-03-15,starter,medium,technology,active,42.45
CUST_000308,2022-11-11,premium,large,non_profit,active,2637.9
CUST_000309,2023-08-06,starter,small,manufacturing,active,28.29
CUST_000310,2023-04-25,enterprise,large,manufacturing,active,1294.79
CUST_000311,2024-08-23,starter,small,manufacturing,active,29.01
CUST_000312,2023-05-21,starter,small,media,active,24.13
CUST_000313,2022-02-10,professional,medium,consulting,active,217.67
CUST_000314,2023-09-11,professional,small,manufacturing,active,80.22
CUST_000315,2022-08-23,starter,small,non_profit,active,30.01
CUST_000316,2022-01-22,enterprise,medium,manufacturing,churned,617.27
CUST_000317,2024-02-21,professional,medium,finance,active,196.65
CUST_000318,2023-10-30,starter,small,media,active,33.83
CUST_000319,2022-07-05,starter,medium,non_profit,churned,47.74
CUST_000320,2024-04-13,starter,small,media,active,34.44
CUST_000321,2023-04-27,starter,small,education,active,27.94
CUST_000322,2022-11-25,starter,small,healthcare,active,33.15
CUST_000323,2022-12-04,professional,small,consulting,active,106.67
CUST_000324,2022-10-23,professional,medium,consulting,active,223.96
CUST_000325,2023-07-18,professional,medium,technology,active,195.4
CUST_000326,2022-11-19,starter,small,manufacturing,active,26.95
CUST_000327,2024-09-20,enterprise,medium,consulting,active,686.43
CUST_000328,2024-04-24,starter,small,technology,active,30.83
CUST_000329,2023-07-10,starter,small,media,active,27.99
CUST_000330,2022-07-12,professional,medium,real_estate,active,188.0
CUST_000331,2024-02-14,premium,small,media,active,629.05
CUST_000332,2024-02-18,starter,medium,technology,churned,43.19
CUST_000333,2023-07-17,starter,small,finance,active,33.96
CUST_000334,2023-03-25,starter,small,media,churned,24.61
CUST_000335,2024-09-23,starter,small,non_profit,active,32.47
CUST_000336,2023-12-28,professional,small,finance,active,91.51
CUST_000337,2022-01-15,starter,small,real_estate,active,27.93
CUST_000338,2022-08-19,premium,small,healthcare,active,589.76
CUST_000339,2022-05-01,starter,small,finance,active,28.98
CUST_000340,2024-01-04,premium,enterprise,manufacturing,active,4816.03
CUST_000341,2022-10-07,professional,large,consulting,active,452.42
CUST_000342,2024-09-30,professional,small,media,active,88.85
CUST_000343,2023-07-19,professional,large,finance,active,380.42
CUST_000344,2024-08-01,starter,medium,non_profit,active,49.16
CUST_000345,2024-06-19,starter,medium,finance,active,56.13
CUST_000346,2022-10-10,starter,small,consulting,active,27.14
CUST_000347,2024-03-17,starter,medium,real_estate,active,44.44
CUST_000348,2022-01-03,professional,small,manufacturing,active,107.95
CUST_000349,2024-05-07,starter,small,non_profit,active,29.93
CUST_000350,2023-11-07,starter,small,media,active,33.24
CUST_000351,2023-04-03,starter,medium,real_estate,active,48.69
CUST_000352,2022-12-07,starter,small,real_estate,active,32.05
CUST_000353,2023-01-22,premium,small,media,churned,702.71
CUST_000354,2024-06-09,professional,small,retail,active,118.04
CUST_000355,2022-09-02,professional,small,non_profit,active,94.37
CUST_000356,2024-05-26,professional,medium,consulting,active,162.67
CUST_000357,2024-02-02,starter,small,media,churned,31.38
CUST_000358,2024-04-10,enterprise,small,consulting,active,285.38
CUST_000359,2023-11-11,premium,large,finance,active,2394.52
CUST_000360,2022-02-07,professional,small,finance,active,99.09
CUST_000361,2023-08-28,starter,large,education,active,113.64
CUST_000362,2024-06-14,professional,small,media,active,83.15
CUST_000363,2024-07-21,enterprise,medium,media,active,482.88
CUST_000364,2022-05-28,professional,small,consulting,active,113.69
CUST_000365,2024-09-20,starter,small,finance,active,24.07
CUST_000366,2024-03-11,professional,small,manufacturing,active,92.61
CUST_000367,2023-12-11,professional,medium,consulting,active,210.93
CUST_000368,2024-05-22,professional,small,education,active,112.95
CUST_000369,2024-05-29,professional,small,real_estate,active,94.25
CUST_000370,2022-11-21,starter,small,media,churned,33.32
CUST_000371,2022-02-06,starter,small,non_profit,churned,23.99
CUST_000372,2023-10-09,professional,medium,manufacturing,active,238.6
CUST_000373,2024-02-04,professional,small,healthcare,active,96.39
CUST_000374,2022-04-11,starter,small,healthcare,active,28.35
CUST_000375,2023-12-12,enterprise,large,manufacturing,active,1392.48
CUST_000376,2022-02-17,enterprise,small,education,active,334.42
CUST_000377,2022-10-28,professional,medium,education,active,189.04
CUST_000378,2022-05-30,professional,small,retail,active,100.23
CUST_000379,2023-08-03,professional,medium,finance,churned,172.73
CUST_000380,2022-03-22,enterprise,large,non_profit,active,1376.85
CUST_000381,2023-09-27,starter,small,retail,active,28.97
CUST_000382,2023-08-21,professional,small,finance,active,88.39
CUST_000383,2023-10-16,starter,small,manufacturing,active,28.53
CUST_000384,2023-11-14,enterprise,medium,technology,active,694.58
CUST_000385,2023-04-22,professional,small,manufacturing,active,106.03
CUST_000386,2022-06-11,professional,small,healthcare,active,96.69
CUST_000387,2022-12-20,starter,small,non_profit,active,26.67
CUST_000388,2024-09-12,starter,medium,consulting,active,52.73
CUST_000389,2023-04-13,professional,small,manufacturing,active,87.09
CUST_000390,2023-01-29,professional,medium,media,active,167.69
CUST_000391,2023-01-26,professional,medium,non_profit,active,187.77
CUST_000392,2022-10-30,starter,small,manufacturing,active,23.45
CUST_000393,2024-04-29,enterprise,small,consulting,active,272.03
CUST_000394,2023-08-03,professional,medium,technology,active,231.69
CUST_000395,2024-02-03,enterprise,small,media,active,338.81
CUST_000396,2024-07-13,starter,small,manufacturing,active,32.2
CUST_000397,2022-08-24,professional,medium,non_profit,active,223.03
CUST_000398,2022-08-13,professional,small,retail,active,103.79
CUST_000399,2023-11-26,professional,large,finance,active,419.47
CUST_000400,2024-07-14,premium,medium,technology,active,1107.36
CUST_000401,2023-03-28,starter,medium,technology,active,50.56
CUST_000402,2024-01-20,professional,medium,finance,active,166.37
CUST_000403,2022-10-30,professional,small,education,active,108.8
CUST_000404,2022-06-29,premium,large,retail,active,2046.02
CUST_000405,2023-07-07,starter,small,education,active,29.36
CUST_000406,2024-07-24,premium,enterprise,manufacturing,active,5433.38
CUST_000407,2022-09-21,enterprise,small,media,active,354.9
CUST_000408,2022-10-30,professional,large,education,active,447.56
CUST_000409,2023-04-25,professional,medium,healthcare,active,170.4
CUST_000410,2024-09-16,starter,small,retail,active,33.18
CUST_000411,2024-01-12,starter,large,consulting,active,117.5
CUST_000412,2024-04-03,starter,small,real_estate,active,27.44
CUST_000413,2024-03-20,premium,medium,consulting,active,965.88
CUST_000414,2023-07-04,starter,small,healthcare,active,28.48
CUST_000415,2023-11-20,professional,medium,manufacturing,active,205.73
CUST_000416,2024-04-22,starter,small,education,active,24.46
CUST_000417,2022-08-28,starter,small,media,active,23.49
CUST_000418,2024-06-24,starter,small,real_estate,active,27.0
CUST_000419,2023-09-17,professional,large,retail,active,422.57
CUST_000420,2023-10-13,professional,medium,media,active,231.59
CUST_000421,2022-11-06,professional,small,consulting,active,83.82
CUST_000422,2022-02-16,enterprise,small,technology,active,275.6
CUST_000423,2023-05-20,starter,small,healthcare,active,24.33
CUST_000424,2024-06-27,premium,small,real_estate,active,511.71
CUST_000425,2023-04-10,professional,medium,education,active,212.57
CUST_000426,2024-01-31,professional,small,real_estate,active,95.8
CUST_000427,2024-01-31,professional,small,finance,active,114.26
CUST_000428,2023-11-02,starter,small,healthcare,active,32.87
CUST_000429,2023-09-23,starter,small,consulting,active,34.09
CUST_000430,2022-10-14,starter,medium,technology,active,52.73
CUST_000431,2022-08-11,professional,medium,media,active,194.6
CUST_000432,2022-08-30,professional,medium,education,active,167.11
CUST_000433,2023-12-04,starter,small,education,active,29.52
CUST_000434,2024-09-28,starter,small,education,active,23.9
CUST_000435,2022-10-10,premium,large,retail,active,2848.29
CUST_000436,2024-08-29,starter,small,media,active,24.26
CUST_000437,2022-08-06,professional,medium,non_profit,active,236.5
CUST_000438,2022-02-21,starter,small,education,active,26.03
CUST_000439,2022-05-09,professional,medium,non_profit,active,175.53
CUST_000440,2024-04-29,starter,small,real_estate,active,25.6
CUST_000441,2022-08-10,professional,small,retail,active,92.21
CUST_000442,2022-06-01,starter,small,non_profit,active,23.23
CUST_000443,2024-05-29,starter,medium,finance,active,58.56
CUST_000444,2023-07-08,starter,medium,manufacturing,active,54.85
CUST_000445,2022-04-23,starter,small,technology,active,24.73
CUST_000446,2023-01-02,enterprise,medium,retail,active,620.29
CUST_000447,2022-01-17,professional,large,finance,active,361.55
CUST_000448,2022-05-10,starter,medium,consulting,active,49.51
CUST_000449,2024-02-03,professional,small,healthcare,active,98.06
CUST_000450,2024-03-07,starter,small,education,active,29.15
CUST_000451,2022-04-22,starter,small,media,active,29.04
CUST_000452,2024-08-26,starter,small,non_profit,active,23.7
CUST_000453,2024-03-13,professional,small,real_estate,active,91.14
CUST_000454,2023-10-21,professional,large,technology,active,328.91
CUST_000455,2023-05-06,starter,small,consulting,active,28.14
CUST_000456,2022-04-21,starter,medium,media,active,53.16
CUST_000457,2023-03-31,professional,medium,healthcare,active,230.78
CUST_000458,2022-11-26,professional,medium,non_profit,active,171.01
CUST_000459,2022-05-10,enterprise,small,manufacturing,active,313.87
CUST_000460,2023-08-23,starter,medium,real_estate,active,53.16
CUST_000461,2023-01-26,professional,large,non_profit,active,403.88
CUST_000462,2023-04-10,enterprise,large,real_estate,active,1249.56
CUST_000463,2022-04-12,starter,small,healthcare,active,33.09
CUST_000464,2023-10-29,starter,small,real_estate,active,31.56
CUST_000465,2022-08-09,starter,medium,consulting,active,48.05
CUST_000466,2022-08-22,professional,small,consulting,active,92.62
CUST_000467,2023-04-10,enterprise,enterprise,consulting,active,2318.38
CUST_000468,2022-04-08,starter,small,education,active,28.15
